timestamp,cpu_load,avg_temp_cpu,cpu_numbers,IPS,CPS,queue_length,pid_count,gpu_numbers,avg_gpu_temperature,ram_percent,swap_total,swap_percent,disk_utilization,disk_latency,disk_temperature,docker_container
24-07-2023 23:13:56,0.2,,3,0.0,26.0,0.016,362,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:14:10,0.3,,3,0.0,101.0,0.024,362,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:14:24,0.2,,4,0.0,108.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:14:38,0.3,,4,0.0,162.0,0.024,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:14:52,0.2,,2,0.0,30.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:15:06,0.3,,4,19.0,133.0,0.024,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:15:20,0.1,,4,0.0,105.0,0.008,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:15:34,0.4,,4,90.0,480.0,0.032,362,0,,38.5,1024.0,6.5,1.7,6,,0
24-07-2023 23:15:48,0.2,,3,34.0,125.0,0.016,362,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:16:03,0.3,,6,0.0,99.0,0.024,362,0,,38.6,1024.0,6.5,1.7,1,,0
24-07-2023 23:16:17,0.2,,2,0.0,18.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:16:31,0.2,,3,0.0,31.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:16:45,0.2,,2,0.0,42.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:16:59,0.4,,3,0.0,139.0,0.032,360,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:17:13,0.2,,4,0.0,37.0,0.016,360,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:17:27,0.2,,3,0.0,23.0,0.016,360,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:17:41,0.2,,3,0.0,22.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:17:55,0.3,,3,0.0,90.0,0.024,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:18:10,0.2,,3,0.0,106.0,0.016,361,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:18:24,0.2,,4,0.0,135.0,0.016,360,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:18:38,0.4,,4,64.0,31.0,0.032,360,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:18:52,0.3,,3,1.0,29.0,0.024,360,0,,38.5,1024.0,6.5,1.7,0,,0
24-07-2023 23:19:06,0.2,,3,30.0,102.0,0.016,360,0,,38.5,1024.0,6.5,1.7,0,,0
